entityType,firstAppearanceInMarioMaker,firstAppearanceInMarioMaker_version,isInSuperMarioMaker1,isInSuperMarioMakerFor3DS,isInSuperMarioMaker2,isInSMBGameStyle,isInSMB3GameStyle,isInSMWGameStyle,isInNSMBUGameStyle,isInSM3DWGameStyle,isInGroundTheme,isInUndergroundTheme,isInUnderwaterTheme,isInDesertTheme,isInSnowTheme,isInSkyTheme,isInForestTheme,isInGhostHouseTheme,isInAirshipTheme,isInCastleTheme,isInDayTime,isInNightTime,categoryInTheEditor,hasAMushroomVariant,canBeInAParachute,canBeInAParachute_comment,canHaveWings,canHaveWings_comment,canContainOrSpawnAKey,isAffectedDirectlyByAnOnOrOffState,isAffectedDirectlyByAnOnOrOffState_comment,canBePutOnATrack,editorLimit_canBePutOnATrack,whilePlaying_canBePutOnATrack,canSpawnOutOfAPipe,canBePutInASwingingClaw,canBeThrownByALakitu,canBePutInALakituCloud,canBePutInAClownCar,canBeFiredOutOfABulletLauncher,canComeOutOfABlock,canBePutInATree,weight,lightSourceEmitted,lightSourceEmitted_isInSMB,canSurviveInTheLavaOrThePoison,canIgniteABobOmb,canBeBrokenOrKilledByABobOmb,canBeAffectedByATwister,canGoThroughWalls,canGoThroughWalls_SM3DW,canBeStacked,isGlobalGroundOrGlobal,isGlobalGroundOrGlobal_SM3DW,instrument,canMakeASoundOutOfAMusicBlock,canMakeASoundOutOfAMusicBlock_comment,canBeThrownByBowserInClownCar,canBeThrownByBowserJr,canBeThrownByBowserJrInClownCar,canBeTransformedByMagikoopa,canBeSpawnedByMagikoopa,canBeSpawnedByWingedMagikoopa,limitAmount,editorLimit_SMM1And3DS,editorLimit_SMM2,editorLimit_SMM2_isUnknown,whilePlaying_isInGEL,whilePlaying_isInGEL_comment,whilePlaying_isInGEL_isSuperGlobal,whilePlaying_isInGEL_isSuperGlobal_comment,whilePlaying_isInPL,whilePlaying_isInPJL,whilePlaying_isInPJL_comment,whilePlaying_isInObjectRenderedLimit,whilePlaying_isInObjectRenderedLimit_comment,whilePlaying_isInCollectedCoinLimit,whilePlaying_otherLimit,whilePlaying_otherLimit_comment,whilePlaying_otherLimit_isUnknown,canRespawn,canRespawn_online,canRespawn_online_inABlock,behaviour_solo,behaviour_localCoop,behaviour_onlineCoop,behaviour_onlineVS,offscreenSpawningAndDespawningReferencePoint,offscreenSpawningHorizontalRange,offscreenDespawningHorizontalRange,offscreenSpawningUpwardVerticalRange,offscreenDespawningUpwardVerticalRange,offscreenSpawningDownwardVerticalRange,offscreenDespawningDownwardVerticalRange,dimension,dimension_maximum,dimension_differentSM3DW,dimension_maximum_differentSM3DW,inDayTime,inNightTime,inGroundTheme,inUndergroundTheme,inUnderwaterTheme,inDesertTheme,inSnowTheme,inSkyTheme,inForestTheme,inGhostHouseTheme,inAirshipTheme,inCastleTheme,inSMBGameStyle,inSMB3GameStyle,inSMWGameStyle,inNSMBUGameStyle,inSM3DWGameStyle,hasANameReferencedInMarioMaker,english,americanEnglish,europeanEnglish,french,canadianFrench,europeanFrench,german,spanish,americanSpanish,europeanSpanish,italian,dutch,portuguese,americanPortuguese,europeanPortuguese,russian,japanese,chinese,traditionalChinese,simplifiedChinese,korean
Entity,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Gizmo,FALSE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Dim light,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,One-Way Wall / Arrow Sign / Dash Block Limit,One-Way Wall / Arrow Sign / Dash Block Limit,FALSE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,2x2,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,TRUE,Arrow Sign,,,,Flèche,Pancarte flèche,Wegweiser,Flecha,,,Freccia,Wegwijzer,???,,,Указатель,矢印マーク,,箭頭符號,箭头符号,화살표마크
Entity,1,v1.20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Gizmo,FALSE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Full light,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,Checkpoint Flag Limit,Checkpoint Flag Limit,FALSE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,CRCP,,,,,,,,,2x2,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,TRUE,Checkpoint Flag,,,Drapeau relais,,,Rücksetzpunkt,Banderín de etapa,,,Punto intermedio,Checkpointvlag,,Bandeirinha,Ponto de Controlo,Контрольный флаг,中間ポイント,,中間點,中间点,중간 포인트
Object,1,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,N/A,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Full light,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,N/A,N/A,FALSE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,∞,,,,,,1x1 + 1x10,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,Cards Roulette,Giant Gate,this,this,FALSE,Goal Pole,,,Drapeau d’arrivé,,,Zielpfahl,???,,,Asta della Bandiera,Vlaggenstok,???,,,Финальный флаг,ゴールポール,???,,,???
Object,1,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,N/A,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Full light,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N/A,N/A,FALSE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,∞,,,,,,2x2,,,,this,this,this,this,this,this,this,this,this,this,this,this,Goal Pole,this,Giant Gate,Goal Pole,Goal Pole,FALSE,Cards Roulette,,,Roulettes de cartes,,,???,???,,,???,???,???,,,???,???,???,,,???
Object,1,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,N/A,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Full light,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N/A,N/A,FALSE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,∞,,,,,,3x8,,,,this,this,this,this,this,this,this,this,this,this,this,this,Goal Pole,Cards Roulette,this,Goal Pole,Goal Pole,FALSE,Giant Gate,,,Portail géant,,,Zieltor,Puerta gigante,,,???,???,Portão Gigante,,,???,ゴールゲート,???,,,???
Object,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,N/A,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,?,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N/A,N/A,FALSE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,???,,,,this,this,,,,,,,,,,this,this,this,this,this,this,FALSE,Castle,,,Château,,,???,???,,,???,???,???,,,???,???,???,,,???
Object,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,N/A,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,?,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,N/A,N/A,FALSE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,???,,,,this,this,,,,,,,,,,this,this,this,this,this,this,FALSE,Ending Castle Door,,,Porte du château d’arrivé,,,???,???,,,???,???,???,,,???,???,???,,,???
Object,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,N/A,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,?,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,N/A,N/A,FALSE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,???,,,,this,this,,,,,,,,,,this,this,this,this,this,this,FALSE,Axe,,,Hache,,,???,???,,,???,???,???,,,???,???,???,,,???
Entity,2,v2.0.0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Gizmo,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,N/A,One-Way Wall / Arrow Sign / Dash Block Limit,FALSE,TRUE,,TRUE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,∞,,∞,,∞,,3x1,,,,this,,this,this,this,this,this,this,this,this,this,this,,,,,this,TRUE,Dash Block,,,Bloc turbo,,,Sprint-Block,Bloque turbo,,,Blocco scatto,Sprintblok,Bloco turbo,,,Блок-ускоритель,ダッシュブロック,,衝刺磚塊,冲刺砖块,대시블록
Entity,2,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Gizmo,FALSE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Full light,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,N/A,Snake Block Limit,FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,"Center
(excluding path)","3 (min) → 8
4-5 → 7
6-7 → 6
8-9 → 5
10-11 → 4
12 (max) → 3",,,,,,"3x1
track → 1x1 * 1","12x1
track → 1x1 * 120",,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,TRUE,Snake Block,,,Bloc serpent,,,Schangenblock,Bloque serpiente,,,Blocco serpentino,Slangenblok,Bloco serpente,,,Блок-змейка,スネークブロック,,蛇磚塊,蛇砖块,스네이크블록
Entity,2,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Gizmo,FALSE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Full light,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,N/A,Snake Block Limit,FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,"Center
(excluding path)","3 (min) → 8
4-5 → 7
6-7 → 6
8-9 → 5
10-11 → 4
12 (max) → 3",,,,,,"3x1
track → 1x1 * 1","12x1
track → 1x1 * 120",,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,TRUE,Fast Snake Block,,,Bloc serpent rapide,,,Schneller Schangenblock,Bloque serpiente rápido,,,Blocco serpentino veloce,Snel slangenblok,???,,,Быстрый блок-змейка,こうそくスネークブロック,,高速蛇磚塊,高速蛇砖块,고속스네이크블록
Entity,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Gizmo,FALSE,FALSE,,FALSE,,FALSE,TRUE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,Extendable Terrain Limit,Extendable Terrain Limit,FALSE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,"normal → 1x3
diagonal → 3x3 (by 2x1 chunk)","normal → 1x9
diagonal → 9x9 (by 2x1 chunk)",,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,TRUE,Conveyor Belt,,,Tapis roulant,,,Förderband,Cinta transportadora,,,Nastro trasportatore,Lopende band,Tapete rolante,,,Конвейер,ベルトコンベア,,傳送帶,传送带,벨트컨베이어
Entity,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Gizmo,FALSE,FALSE,,FALSE,,FALSE,TRUE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,Extendable Terrain Limit,Extendable Terrain Limit,FALSE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,"normal → 1x3
diagonal → 3x3 (by 2x1 chunk)","normal → 1x9
diagonal → 9x9 (by 2x1 chunk)",,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,TRUE,Fast Conveyor Belt,,,Tapis roulant rapide,,,Schnelles Förderband,Cinta transportadora rápida,,,Nastro trasportatore veloce,Snelle Lopende band,???,,,Быстрый конвейер,こうそくベルトコンベア,,高速傳送帶,高速传送带,고속벨트컨베이어
Entity,2,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Gizmo,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,N/A,General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,?,8,10,9,21,10,21,3x1,8x1,,,this,,this,this,this,this,this,this,this,this,this,this,,,,,this,TRUE,Mushroom Trampoline,,,Trampignon,,,Pilztrampolin,Trampolín champiñón,,,Trampolino fungo,Paddenstoeltrampoline,???,,,Грибной трамплин,キノコトランポリン,蘑菇跳跳床,,,버섯트램펄린
Entity,2,v3.0.0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Gizmo,FALSE,FALSE,,FALSE,,FALSE,TRUE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,N/A,General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,?,8,10,9,21,10,21,3x1,8x1,,,this,,this,this,this,this,this,this,this,this,this,this,,,,,this,TRUE,ON/OFF Trampoline,,,,Trampoline ON/OFF,Trampignon ON/OFF,EIN/AUS-Trampolin,Trampolín ON/OFF,,,Trampilino ON/OFF,Aan-uittrampoline,Trampolim cogumelo,,,Трамплин ВКЛ./ВЫКЛ.,スイッチトランポリン,,開關跳跳床,开关跳跳床,스위치트램펄린
Entity,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Gizmo,FALSE,FALSE,,FALSE,,FALSE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,General Entity Limit (Editor),General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,?,"3 (min) → 6
4-8 → 5",,,,,,3x1,8x1,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,Cloud Lift,TRUE,Lift,,,Platforme,,,Plattform,Plataforma móvil,,,Piattaforma,Platform,???,,,Платформа,リフト,升降台,,,리프트
Entity,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Gizmo,FALSE,FALSE,,FALSE,,FALSE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,General Entity Limit (Editor),General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,TRUE,FALSE,,,R10,R10,?,"3 (min) → 6
4-8 → 5",,,,,,3x1,8x1,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,,TRUE,Flimsy Lift,,,Platforme fragile,,,Fallende Plattform,Plataforma inestable,,,Piattaforma instabile,Instabiel platform,???,,,Шаткая платформа,落ちるリフト,掉落台,,,떨어지는 리프트
Entity,2,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Gizmo,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,N/A,General Entity Limit (Editor),FALSE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,?,7,7,11,21,10,21,3x1,8x1,,,this,,this,this,this,this,this,this,this,this,this,this,Lift,Lift,Lift,Lift,this,TRUE,Cloud Lift,,,,Ascenseur nuage,Platforme nuage,Wolkenfloß,Nube taxi,,,Zattera di nuvolo,Wolkenplatform,???,,,Платформа-облако,雲リフト,,雲台,云台,구름리프트
Entity,2,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Gizmo,FALSE,FALSE,,FALSE,,FALSE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,N/A,General Entity Limit (Editor),FALSE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,Center,11,,,,,,3x1,15x1,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,,TRUE,Seesaw,,,Bascule,,,Wippe,,Subibaja,Balancín,Altalena basculante,Wipplank,Balancé,,,Качалка,シーソー,,蹺蹺板,跷跷板,시소
Entity,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Gizmo,FALSE,FALSE,,FALSE,,FALSE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Full light,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,General Entity Limit (Editor),General Entity Limit (Editor),FALSE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,TRUE,FALSE,,,R10,R10,Edge,5,8,9,21,10,21,1x4,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,,TRUE,Lava Lift,,,Platforme magma,,,Lavaplattform,Platforma lava,,,Piattaforma di lava,Lavaplatform,???,,,Лава-платформа,溶岩リフト,熔岩台,,,용암리프트
Entity,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Gizmo,FALSE,FALSE,,FALSE,,FALSE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Full light,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,General Entity Limit (Editor),General Entity Limit (Editor),FALSE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,TRUE,FALSE,,,R10,R10,Edge,5,8,9,21,10,21,1x4,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,,TRUE,Fast Lava Lift,,,Platforme magma rapide,,,Schnelle Lavaplattform,Platforma lava rápida,,,Piattaforma di lava veloce,Snel lavaplatform,???,,,Быстрая лава-платформа,こうそく溶岩リフト,高速熔岩台,,,고속용암리프트
Entity,2,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Gizmo,FALSE,FALSE,,FALSE,,TRUE,FALSE,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,,,Float,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,N/A,General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,TRUE,FALSE,,,RBD,RBD,Edge,,,,,,,1x1,,,,this,,this,this,this,this,this,this,this,this,this,this,,,,,this,TRUE,Crate,,,Caisse,,,Holzkiste,Caja de madera,,,Cassa di legno,Kist,Caixote,,,Деревянный ящик,木箱,木箱,,,나무상자
Entity,1,v1.40,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Gizmo,FALSE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,General Entity Limit (Editor),General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,Collected Key Limit,,FALSE,FALSE,FALSE,FALSE,,,,,Edge,11,14 / 13,6 / 9,22 / 21,10 / 13,21,1x1,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,TRUE,Key,,,Clé,,,Schulüssel,Llave,,,Chiave,Sleutel,Chave,,,Ключ,カギ,,鑰匙,钥匙,열쇠
